,ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Skill Moves,Position,Joined,Contract Valid Until,Height,Weight,Release Clause
208,173426,S. Mignolet,30,Belgium,79,79,Liverpool,8000.0,76,Right,3.0,1.0,GK,2013,01/01/2021,6.333333333,192.0,15200.0
210,173533,D. Button,29,England,68,68,Brighton & Hove Albion,600.0,14,Right,1.0,1.0,GK,2018,01/01/2021,6.25,192.0,1100.0
211,173614,J. Pearce,30,England,70,70,Charlton Athletic,1300.0,7,Left,1.0,2.0,LCB,2016,01/01/2020,6.083333333,157.0,2300.0
212,173671,K. McFadzean,31,England,68,68,Burton Albion,600.0,5,Right,1.0,2.0,LCB,2016,01/01/2019,6.083333333,187.0,1100.0
213,173673,S. Quinn,32,Republic of Ireland,67,67,Burton Albion,575.0,4,Left,1.0,3.0,CDM,2018,01/01/2019,5.5,132.0,1000.0
214,173731,G. Bale,28,Wales,88,88,Real Madrid,60000.0,355,Left,4.0,4.0,ST,2013,01/01/2022,6.083333333,181.0,123000.0
215,173735,N. Taylor,29,Wales,70,70,Aston Villa,1300.0,11,Left,2.0,3.0,LB,2017,01/01/2021,5.75,165.0,2600.0
216,173771,L. Piszczek,33,Poland,81,81,Borussia Dortmund,7000.0,57,Right,3.0,2.0,RB,2010,01/01/2020,6.0,174.0,11900.0
217,173818,Adrián,30,Spain,77,77,FC Porto,8500.0,16,Right,2.0,3.0,ST,2014,01/01/2019,6.0,161.0,17000.0
218,173891,L. Akins,29,England,67,67,Burton Albion,750.0,5,Right,1.0,3.0,RB,2014,01/01/2019,5.833333333,174.0,1300.0
219,174013,Olmo,33,Spain,68,68,CF Reus Deportiu,375.0,4,Left,1.0,2.0,LCB,2016,01/01/2019,5.833333333,181.0,581.0
221,174543,C. Bravo,35,Chile,78,78,Manchester City,2400.0,50,Right,3.0,1.0,GK,2016,01/01/2020,6.0,176.0,4500.0
222,174754,G. Torres,29,Panama,70,70,CD Huachipato,1800.0,4,Right,1.0,3.0,RS,2018,01/01/2023,5.916666667,165.0,2400.0
223,175254,F. Caicedo,29,Ecuador,77,77,Lazio,9000.0,51,Left,2.0,3.0,ST,2017,01/01/2020,6.0,181.0,15300.0
226,175789,B. Bjarnason,30,Iceland,70,70,Aston Villa,1600.0,11,Right,2.0,3.0,LM,2017,01/01/2020,6.0,170.0,3100.0
227,175851,Tomané,25,Portugal,69,72,CD Tondela,1300.0,3,Right,1.0,2.0,ST,2017,01/01/2020,6.083333333,196.0,2900.0
228,175962,N. Bungert,31,Germany,73,73,1. FSV Mainz 05,2700.0,20,Right,2.0,2.0,CB,2008,01/01/2019,6.166666667,165.0,4900.0
230,176580,L. Suárez,31,Uruguay,91,91,FC Barcelona,80000.0,455,Right,5.0,3.0,RS,2014,01/01/2021,6.0,190.0,164000.0
231,176635,M. Özil,29,Germany,86,86,Arsenal,43500.0,190,Left,4.0,4.0,CAM,2013,01/01/2021,5.916666667,168.0,82700.0
232,176676,Marcelo,30,Brazil,88,88,Real Madrid,43000.0,285,Left,4.0,5.0,LB,2007,01/01/2022,5.75,176.0,88200.0
233,176895,M. Pinto,34,Chile,68,68,CD O'Higgins,375.0,2,Right,1.0,1.0,GK,2016,01/01/2018,6.0,174.0,506.0
234,176901,H. Droguett,35,Chile,72,72,CD Universidad de Concepción,1400.0,3,Left,1.0,3.0,CAM,2017,01/01/2018,5.666666667,154.0,1900.0
235,176902,L. Figueroa,35,Chile,70,70,CD Universidad de Concepción,775.0,2,Right,1.0,3.0,RM,2018,01/01/2018,5.833333333,170.0,1100.0
236,176942,M. Lustig,31,Sweden,71,71,Celtic,1600.0,28,Right,2.0,3.0,RB,2012,01/01/2019,6.166666667,172.0,2800.0
237,176944,M. Fellaini,30,Belgium,79,79,Manchester United,11500.0,120,Right,3.0,3.0,CM,2013,01/01/2020,6.333333333,187.0,21300.0
238,177003,L. Modrić,32,Croatia,91,91,Real Madrid,67000.0,420,Right,4.0,4.0,RCM,2012,01/01/2020,5.666666667,146.0,137400.0
239,177083,R. Strauß,31,Germany,69,69,1. FC Heidenheim 1846,700.0,6,Right,1.0,3.0,RB,2012,01/01/2019,5.75,154.0,1100.0
241,177159,F. Johnson,30,United States,77,77,Borussia Mönchengladbach,8500.0,29,Right,2.0,3.0,LM,2014,01/01/2020,6.0,163.0,14500.0
243,177373,L. Nielsen,30,Denmark,70,70,Malmö FF,1300.0,4,Right,1.0,2.0,RCB,2017,01/01/2020,6.083333333,163.0,1700.0
244,177413,A. Witsel,29,Belgium,84,84,Borussia Dortmund,24000.0,77,Right,3.0,4.0,LCM,2018,01/01/2022,6.166666667,179.0,40800.0
246,177458,S. Bender,29,Germany,81,81,Bayer 04 Leverkusen,14000.0,69,Right,2.0,2.0,LCB,2017,01/01/2021,6.083333333,176.0,23800.0
247,177475,T. Sippel,30,Germany,74,74,Borussia Mönchengladbach,3600.0,17,Right,1.0,1.0,GK,2015,01/01/2019,6.0,172.0,6100.0
248,177508,P. Klandt,34,Germany,69,69,1. FC Nürnberg,425.0,8,Right,1.0,1.0,GK,2018,01/01/2019,6.0,179.0,765.0
249,177509,M. Benatia,31,Morocco,86,86,Juventus,30000.0,160,Right,3.0,2.0,CB,2014,01/01/2020,6.166666667,207.0,49500.0
250,177522,Suso Santana,33,Spain,71,71,CD Tenerife,1400.0,7,Right,1.0,4.0,RM,2012,01/01/2019,5.666666667,137.0,2300.0
251,177604,Nacho Monreal,32,Spain,80,80,Arsenal,8000.0,99,Left,2.0,3.0,LB,2013,01/01/2019,5.833333333,159.0,15200.0
253,177644,Kiko Casilla,31,Spain,79,79,Real Madrid,7500.0,105,Right,2.0,1.0,GK,2015,01/01/2020,6.25,190.0,15400.0
255,177692,M. Jones,30,England,63,63,Carlisle United,350.0,3,Right,1.0,3.0,LCM,2016,01/01/2019,6.0,172.0,613.0
256,177761,P. Edwards,32,England,58,58,Bury,70.0,2,Right,1.0,2.0,RWB,2017,01/01/2019,5.666666667,157.0,123.0
257,177766,G. Bong,30,Cameroon,74,74,Brighton & Hove Albion,4100.0,35,Left,1.0,3.0,LB,2015,01/01/2019,6.166666667,163.0,7700.0
258,177981,F. Tissone,31,Argentina,73,73,CD Nacional,2700.0,9,Right,2.0,3.0,CDM,2018,01/01/2019,5.916666667,176.0,5700.0
259,178032,R. Brégerie,31,France,71,71,1. FC Magdeburg,1600.0,15,Right,1.0,2.0,CB,2016,30/06/2019,6.25,198.0,4585.060806
261,178171,Sergio Sánchez,32,Spain,72,72,Cádiz CF,1800.0,7,Right,1.0,2.0,RCB,2018,01/01/2020,6.083333333,172.0,2900.0
262,178249,J. Kembo-Ekoko,30,DR Congo,74,74,Bursaspor,5500.0,18,Right,1.0,3.0,RW,2017,01/01/2019,5.833333333,172.0,11000.0
263,178421,C. Cortés,34,Chile,68,68,CD Palestino,450.0,2,Left,1.0,3.0,LW,2018,01/01/2018,5.833333333,152.0,608.0
265,178518,R. Nainggolan,30,Belgium,85,85,Inter,35500.0,105,Right,3.0,3.0,CAM,2018,01/01/2022,5.75,170.0,60400.0
266,178562,E. Banega,30,Argentina,84,84,Sevilla FC,29000.0,31,Right,3.0,4.0,CDM,2017,01/01/2020,5.75,157.0,60900.0
267,178603,M. Hummels,29,Germany,88,88,FC Bayern München,46000.0,160,Right,4.0,3.0,LCB,2016,01/01/2021,6.25,203.0,75900.0
269,179515,T. Mykhalyk,34,Ukraine,74,74,Lokomotiv Moscow,1700.0,1,Right,2.0,2.0,CB,2013,01/01/2019,6.0,183.0,3600.0
270,179544,Y. Mulumbu,31,DR Congo,72,72,Celtic,2100.0,32,Right,2.0,3.0,CDM,2018,01/01/2020,5.75,168.0,3800.0
271,179633,S. Rieks,31,Denmark,72,72,Malmö FF,2700.0,6,Right,1.0,3.0,LWB,2018,01/01/2020,6.083333333,165.0,3500.0
272,179645,S. Kjær,29,Denmark,81,81,Sevilla FC,14000.0,23,Right,3.0,2.0,RCB,2017,01/01/2021,6.166666667,185.0,29400.0
273,179665,A. Pilkington,30,Republic of Ireland,68,68,Cardiff City,875.0,19,Right,1.0,3.0,ST,2014,01/01/2019,5.916666667,179.0,1800.0
274,179746,S. Vokes,28,Wales,76,76,Burnley,8000.0,55,Right,1.0,2.0,ST,2012,01/01/2021,6.166666667,198.0,15200.0
275,179784,B. Höwedes,30,Germany,81,81,Lokomotiv Moscow,13000.0,1,Right,3.0,2.0,RCB,2018,01/01/2022,6.166666667,170.0,27300.0
276,179813,E. Cavani,31,Uruguay,89,89,Paris Saint-Germain,60000.0,200,Right,4.0,3.0,LS,2013,01/01/2020,6.083333333,170.0,111000.0
277,179846,S. Khedira,31,Germany,85,85,Juventus,33000.0,160,Right,3.0,2.0,RCM,2015,01/01/2021,6.166666667,198.0,54500.0
279,179855,J. Beckford,34,Jamaica,66,66,Bury,350.0,5,Right,1.0,2.0,ST,2017,01/01/2019,6.166666667,183.0,613.0
282,180206,M. Pjanić,28,Bosnia Herzegovina,86,86,Juventus,44000.0,180,Right,3.0,3.0,CDM,2016,01/01/2023,5.833333333,159.0,72600.0
284,180593,Iriome,31,Spain,70,70,CD Lugo,1600.0,6,Right,1.0,3.0,RM,2014,01/01/2022,6.083333333,174.0,2500.0
285,180714,Guilherme,32,Russia,78,78,Lokomotiv Moscow,6000.0,1,Right,2.0,1.0,GK,2007,01/01/2019,6.416666667,209.0,12600.0
286,180726,M. McKay,35,Australia,65,65,Brisbane Roar,130.0,1,Left,1.0,2.0,CDM,2013,01/01/2019,5.583333333,143.0,163.0
287,180819,A. Lallana,30,England,80,80,Liverpool,13500.0,110,Right,3.0,4.0,CM,2014,01/01/2021,5.833333333,161.0,25700.0
288,180903,J. O'Shea,29,Republic of Ireland,65,65,Bury,525.0,5,Right,1.0,3.0,RCM,2017,01/01/2019,6.0,154.0,919.0
289,180930,E. Džeko,32,Bosnia Herzegovina,85,85,Roma,30500.0,115,Right,3.0,2.0,ST,2015,01/01/2020,6.333333333,185.0,51900.0
290,181015,B. Kennedy,31,Australia,56,56,Central Coast Mariners,50.0,1,Right,1.0,1.0,GK,2017,01/01/2021,6.166666667,183.0,63.0
291,181149,A. Hainault,32,Canada,66,66,1. FC Kaiserslautern,375.0,2,Right,1.0,2.0,LCB,2018,01/01/2020,6.0,176.0,544.0
295,181445,R. Bengtsson,32,Sweden,73,73,Malmö FF,2300.0,6,Right,1.0,2.0,CB,2015,01/01/2019,6.083333333,176.0,3000.0
296,181458,I. Perišić,29,Croatia,85,85,Inter,37500.0,110,Right,3.0,4.0,LM,2015,01/01/2022,6.083333333,176.0,63800.0
297,181483,M. Jedinák,33,Australia,73,73,Aston Villa,1600.0,15,Right,1.0,2.0,CDM,2016,01/01/2019,6.166666667,172.0,3100.0
298,181725,G. Deegan,30,Republic of Ireland,64,64,Cambridge United,325.0,3,Right,1.0,2.0,RDM,2017,01/01/2019,5.75,165.0,569.0
302,181820,S. Jovetić,28,Montenegro,79,79,AS Monaco,13000.0,79,Right,3.0,3.0,ST,2017,01/01/2021,6.0,174.0,24700.0
303,181872,A. Vidal,31,Chile,85,85,Fc Barcelona,26000.0,205,Right,4.0,3.0,CAM,2018,01/01/2021,5.916666667,165.0,53300.0
304,181872,A. Vidal,31,Chile,85,85,FC Barcelona,26000.0,205,Right,4.0,3.0,CAM,2018,01/01/2021,5.916666667,165.0,53300.0
305,182168,A. Ranocchia,30,Italy,76,76,Inter,5500.0,47,Right,2.0,2.0,CB,2010,01/01/2019,6.416666667,179.0,9400.0
307,182374,Du Zhenyu,35,China PR,62,62,Changchun Yatai FC,130.0,2,Left,1.0,3.0,LM,2015,01/01/2021,5.75,154.0,280.0
308,182387,Zhang Xiaofei,35,China PR,63,63,Changchun Yatai FC,80.0,2,Left,1.0,2.0,LB,2009,01/01/2021,5.833333333,163.0,172.0
310,182521,T. Kroos,28,Germany,90,90,Real Madrid,76500.0,355,Right,4.0,3.0,LCM,2014,01/01/2022,6.0,168.0,156800.0
312,182743,T. Kirschbaum,31,Germany,69,69,Bayer 04 Leverkusen,650.0,17,Left,1.0,1.0,GK,2018,01/01/2019,6.416666667,201.0,1100.0
313,182761,A. Legzdins,31,England,64,64,Burnley,270.0,8,Right,1.0,1.0,GK,2017,01/01/2020,6.25,198.0,513.0
314,182862,M. Pereira,34,Uruguay,77,77,FC Porto,2500.0,13,Right,3.0,2.0,RB,2015,01/01/2019,5.666666667,161.0,5000.0
316,182949,Wang Shouting,32,China PR,62,62,Changchun Yatai FC,170.0,3,Right,1.0,2.0,CDM,2016,31/12/2018,6.083333333,181.0,4585.060806
317,183024,Fan Xiaodong,31,China PR,64,64,Changchun Yatai FC,375.0,3,Left,1.0,2.0,LWB,2016,01/01/2020,5.833333333,161.0,806.0
318,183025,M. Simon,32,Australia,62,62,Central Coast Mariners,240.0,1,Right,1.0,2.0,ST,2018,01/01/2020,6.166666667,172.0,300.0
319,183070,W. Hesl,32,Germany,61,61,1. FC Kaiserslautern,140.0,1,Left,1.0,1.0,GK,2018,01/01/2020,6.083333333,192.0,203.0
321,183142,K. Etuhu,30,Nigeria,61,61,Carlisle United,230.0,2,Right,1.0,2.0,CM,2017,01/01/2019,6.083333333,157.0,403.0
322,183160,Cris,34,Portugal,66,66,CD Feirense,200.0,3,Right,1.0,2.0,RDM,2011,01/01/2019,5.833333333,159.0,420.0
323,183187,V. Stocker,29,Switzerland,73,73,FC Basel 1893,3900.0,22,Left,2.0,3.0,LM,2018,01/01/2021,5.833333333,161.0,5900.0
324,183256,H. Saivet,27,Senegal,73,73,Bursaspor,4100.0,36,Right,2.0,3.0,CM,2016,30/06/2019,5.75,168.0,4585.060806
325,183277,E. Hazard,27,Belgium,91,91,Chelsea,93000.0,340,Right,4.0,4.0,LF,2012,01/01/2020,5.666666667,163.0,172100.0
326,183284,A. Chedjou,33,Cameroon,74,74,Bursaspor,2300.0,20,Right,3.0,3.0,RCB,2016,31/05/2019,6.0,170.0,4585.060806
327,183346,F. Frei,29,Switzerland,75,75,FC Basel 1893,5000.0,24,Right,1.0,3.0,RDM,2018,01/01/2022,6.0,176.0,7500.0
330,183427,F. Delph,28,England,80,80,Manchester City,11500.0,120,Left,2.0,3.0,LB,2015,01/01/2020,5.75,172.0,21300.0
331,183454,E. Pisano,31,Italy,69,69,Bristol City,700.0,18,Right,1.0,3.0,RB,2017,01/01/2019,6.083333333,183.0,1300.0
333,183520,Fran Mérida,28,Spain,72,73,CA Osasuna,2800.0,8,Left,1.0,3.0,CDM,2016,01/01/2020,5.833333333,163.0,4700.0
334,183526,N. El Zhar,31,Morocco,76,76,CD Leganés,7000.0,28,Right,1.0,4.0,RM,2017,01/01/2020,5.583333333,146.0,14700.0
335,183565,A. Feick,30,Germany,70,70,1. FC Heidenheim 1846,1300.0,7,Left,1.0,2.0,LB,2015,01/01/2020,5.833333333,174.0,2000.0
336,183569,E. Choupo-Moting,29,Cameroon,77,77,Paris Saint-Germain,9000.0,75,Right,2.0,4.0,ST,2018,01/01/2020,6.25,201.0,16700.0
337,183573,N. Theuerkauf,31,Germany,69,69,1. FC Heidenheim 1846,700.0,6,Left,1.0,2.0,LB,2015,01/01/2019,6.0,176.0,1100.0
340,183795,G. Margreitter,29,Austria,74,74,1. FC Nürnberg,4400.0,20,Right,1.0,2.0,RCB,2015,01/01/2021,6.083333333,187.0,7900.0
341,183823,Héctor Verdés,34,Spain,67,67,CF Rayo Majadahonda,230.0,3,Right,1.0,2.0,CB,2018,01/01/2019,6.083333333,176.0,357.0
342,183831,A. Dona Ndoh,32,Cameroon,70,70,Chamois Niortais Football Club,1400.0,5,Right,1.0,3.0,ST,2014,01/01/2019,6.083333333,176.0,2500.0
343,183892,G. Mercado,31,Argentina,79,79,Sevilla FC,8500.0,19,Right,1.0,2.0,RCB,2016,01/01/2019,5.916666667,183.0,17900.0
344,183898,A. Di María,30,Argentina,84,84,Paris Saint-Germain,29500.0,125,Left,4.0,5.0,RM,2015,01/01/2021,5.916666667,152.0,54600.0
345,183900,D. Perotti,29,Argentina,81,81,Roma,17500.0,84,Right,3.0,4.0,LW,2016,01/01/2021,5.833333333,154.0,29800.0
346,183907,J. Boateng,29,Germany,85,85,FC Bayern München,30000.0,115,Right,4.0,2.0,RCB,2011,01/01/2021,6.333333333,198.0,49500.0
347,183909,I. Traoré,30,Guinea,79,79,Borussia Mönchengladbach,12000.0,34,Left,2.0,4.0,RM,2014,01/01/2021,5.583333333,134.0,20400.0
348,184040,M. Hansen,28,Denmark,69,72,FC Basel 1893,925.0,10,Right,1.0,1.0,GK,2018,01/01/2020,6.166666667,187.0,1500.0
349,184142,Marco Soares,34,Cape Verde,67,67,CD Feirense,230.0,4,Right,2.0,2.0,CDM,2018,01/01/2020,6.0,176.0,483.0
350,184218,L. Vibe,31,Denmark,71,71,Changchun Yatai FC,2100.0,9,Right,1.0,3.0,ST,2018,01/01/2020,5.916666667,161.0,4600.0
351,184267,Y. Brahimi,28,Algeria,85,85,FC Porto,39000.0,28,Right,3.0,4.0,LM,2014,01/01/2019,5.75,146.0,78000.0
352,184344,L. Bonucci,31,Italy,86,86,Juventus,30000.0,160,Right,3.0,2.0,RCB,2018,01/01/2023,6.25,187.0,49500.0
353,184392,M. Darmian,28,Italy,76,76,Manchester United,6000.0,88,Right,2.0,3.0,LB,2015,01/01/2019,6.0,154.0,11100.0
354,184432,Azpilicueta,28,Spain,86,86,Chelsea,35000.0,175,Right,3.0,2.0,RB,2012,01/01/2022,5.833333333,168.0,64800.0
355,184436,A. Smithies,28,England,73,75,Cardiff City,3300.0,28,Right,1.0,1.0,GK,2018,01/01/2022,6.166666667,194.0,6900.0
357,184469,H. Arter,28,Republic of Ireland,75,75,Cardiff City,6500.0,55,Left,1.0,3.0,CM,2016,30/06/2019,5.75,154.0,4585.060806
358,184501,M. Lang,27,Switzerland,77,78,Borussia Mönchengladbach,8000.0,26,Right,1.0,3.0,RB,2018,01/01/2022,6.083333333,174.0,14200.0
359,184707,G. Madine,27,England,69,69,Cardiff City,1100.0,22,Right,1.0,2.0,ST,2018,01/01/2021,6.25,165.0,2200.0
360,184726,J. Partington,28,Wales,61,61,Bristol Rovers,200.0,2,Right,1.0,2.0,RB,2017,01/01/2019,6.166666667,168.0,350.0
361,184820,Felipe,30,Brazil,70,70,CD Nacional,1300.0,6,Right,1.0,2.0,LCB,2017,01/01/2020,6.166666667,185.0,2800.0
362,184926,Fabiano,30,Brazil,73,74,FC Porto,3000.0,8,Right,1.0,1.0,GK,2012,01/01/2019,6.5,201.0,6200.0
363,184941,A. Sánchez,29,Chile,85,85,Manchester United,37500.0,215,Right,4.0,4.0,RW,2018,01/01/2022,5.583333333,163.0,69400.0
366,185195,O. Ighalo,29,Nigeria,77,77,Changchun Yatai FC,9000.0,16,Right,1.0,4.0,ST,2017,01/01/2020,6.0,165.0,19400.0
367,185239,O. Toprak,28,Turkey,81,82,Borussia Dortmund,16000.0,59,Right,3.0,2.0,CB,2017,01/01/2021,6.083333333,183.0,28400.0
368,185427,O. Nyland,27,Norway,72,74,Aston Villa,2500.0,11,Right,1.0,1.0,GK,2018,01/01/2021,6.333333333,198.0,5000.0
369,186116,H. Lansbury,27,England,71,71,Aston Villa,2400.0,13,Right,1.0,3.0,CM,2017,01/01/2021,6.083333333,187.0,4600.0
370,186130,J. Chester,29,Wales,74,74,Aston Villa,4400.0,18,Right,1.0,2.0,CB,2016,01/01/2020,5.916666667,174.0,8300.0
371,186132,D. Drinkwater,28,England,79,79,Chelsea,12500.0,110,Right,2.0,3.0,CM,2017,01/01/2022,5.833333333,179.0,23100.0
373,186153,W. Szczęsny,28,Poland,85,87,Juventus,32000.0,125,Right,3.0,1.0,GK,2017,01/01/2021,6.416666667,198.0,55200.0
374,186200,F. Borini,27,Italy,76,76,Milan,8000.0,76,Right,2.0,4.0,LW,2018,01/01/2021,5.916666667,163.0,13600.0
376,186347,M. Rybus,28,Poland,73,73,Lokomotiv Moscow,3200.0,1,Left,2.0,3.0,LB,2017,01/01/2020,5.666666667,165.0,6600.0
379,186453,T. Hiariej,29,Netherlands,70,70,Central Coast Mariners,1400.0,2,Right,1.0,3.0,CDM,2017,01/01/2019,5.833333333,163.0,1700.0
380,186547,M. Musacchio,27,Argentina,80,80,Milan,12500.0,85,Right,3.0,3.0,RCB,2017,01/01/2021,5.916666667,161.0,21300.0
382,186569,S. Ulreich,29,Germany,80,80,FC Bayern München,10000.0,61,Right,2.0,1.0,GK,2015,01/01/2021,6.333333333,185.0,16500.0
384,186695,E. Muñoz,27,Argentina,71,73,CD Leganés,2300.0,16,Right,1.0,2.0,CB,2017,01/01/2020,6.083333333,172.0,5000.0
385,186748,Vítor Gomes,30,Portugal,72,72,CD Aves,2900.0,9,Right,1.0,3.0,RCM,2017,01/01/2019,6.0,179.0,6000.0
386,186783,A. Adomah,30,Ghana,75,75,Aston Villa,6500.0,20,Right,1.0,4.0,RM,2016,01/01/2020,6.0,163.0,12400.0
387,186823,Pedrinho,33,Portugal,65,65,CD Aves,210.0,3,Right,1.0,2.0,RB,2017,01/01/2019,5.833333333,161.0,441.0
388,186832,K. Asamoah,29,Ghana,79,79,Inter,9500.0,62,Left,2.0,4.0,LB,2018,01/01/2021,5.666666667,165.0,16200.0
389,186905,A. Barnes,28,Austria,76,76,Burnley,8000.0,55,Right,1.0,3.0,ST,2014,01/01/2021,6.083333333,185.0,15200.0
391,187033,S. Morrison,27,England,74,76,Cardiff City,5500.0,35,Right,1.0,2.0,RCB,2014,01/01/2022,6.333333333,185.0,11400.0
392,187038,B. Mokulu,28,DR Congo,70,70,Carpi,1800.0,3,Right,1.0,3.0,RS,2018,01/01/2020,6.166666667,187.0,2800.0
393,187072,L. Stindl,29,Germany,81,81,Borussia Mönchengladbach,18000.0,43,Right,2.0,4.0,CF,2015,01/01/2021,5.916666667,176.0,30600.0
394,187132,C. Zambrano,28,Peru,76,77,FC Basel 1893,7000.0,25,Right,2.0,2.0,CB,2018,01/01/2019,6.083333333,172.0,11000.0
395,187337,G. Molins,29,Sweden,71,71,Malmö FF,2400.0,6,Right,1.0,3.0,ST,2018,01/01/2021,6.083333333,183.0,3100.0
398,187491,F. Smolov,28,Russia,81,81,Lokomotiv Moscow,18500.0,1,Right,1.0,4.0,ST,2018,01/01/2022,6.166666667,176.0,38900.0
399,187591,P. Garcés,33,Chile,69,69,CD Antofagasta,525.0,2,Right,1.0,1.0,GK,2014,01/01/2018,5.916666667,170.0,709.0
400,187598,Rafael Tolói,27,Brazil,78,80,Atalanta,10000.0,27,Right,2.0,2.0,RCB,2015,01/01/2021,6.083333333,165.0,17800.0
402,187659,D. Tarasov,31,Russia,75,75,Lokomotiv Moscow,4500.0,1,Right,1.0,3.0,CDM,2010,01/01/2019,6.333333333,185.0,9400.0
404,188071,T. Oar,26,Australia,72,72,Central Coast Mariners,3300.0,3,Left,1.0,3.0,LM,2018,01/01/2020,5.666666667,146.0,4200.0
405,188135,Juanfran,29,Spain,74,74,CD Leganés,4300.0,10,Right,2.0,3.0,RB,2016,30/06/2019,5.916666667,152.0,4585.060806
406,188182,L. Balogun,30,Nigeria,75,75,Brighton & Hove Albion,4900.0,38,Right,1.0,2.0,CB,2018,01/01/2020,6.25,194.0,9400.0
407,188269,R. Gutiérrez,35,Chile,72,72,CD Palestino,1400.0,3,Right,1.0,3.0,ST,2017,01/01/2019,5.833333333,168.0,1900.0
408,188270,B. Ecuélé Manga,29,Gabon,74,74,Cardiff City,4400.0,37,Right,1.0,2.0,RB,2014,01/01/2019,6.083333333,168.0,8700.0
409,188272,Magno Novaes,35,Brazil,66,66,AS Béziers,150.0,1,Right,1.0,1.0,GK,2015,01/01/2021,6.0,187.0,263.0
410,188350,M. Reus,29,Germany,86,86,Borussia Dortmund,43500.0,100,Right,4.0,4.0,LM,2012,01/01/2023,5.916666667,157.0,74000.0
412,188490,L. Sercombe,28,England,67,67,Bristol Rovers,750.0,4,Right,1.0,3.0,LCM,2017,01/01/2019,5.833333333,152.0,1300.0
413,188545,R. Lewandowski,29,Poland,90,90,FC Bayern München,77000.0,205,Right,4.0,4.0,ST,2014,01/01/2021,6.0,176.0,127100.0
414,188567,P. Aubameyang,29,Gabon,88,88,Arsenal,59000.0,265,Right,3.0,4.0,LM,2018,01/01/2021,6.166666667,176.0,112100.0
415,188616,M. Sau,30,Italy,73,73,Cagliari,3900.0,27,Right,2.0,4.0,ST,2007,01/01/2019,5.583333333,143.0,6600.0
416,188765,M. Mostefa,34,Algeria,71,71,AS Béziers,725.0,4,Right,1.0,2.0,RDM,2018,01/01/2021,5.916666667,181.0,1300.0
418,188779,L. DeVere,28,Australia,68,68,Brisbane Roar,725.0,3,Right,1.0,2.0,CB,2015,01/01/2019,6.083333333,194.0,906.0
419,188795,A. Soukouna,28,France,58,58,AS Béziers,130.0,1,Right,1.0,2.0,ST,2012,01/01/2021,6.0,168.0,228.0
420,188802,M. Schmelzer,30,Germany,77,77,Borussia Dortmund,6500.0,43,Left,2.0,2.0,LB,2008,01/01/2021,5.916666667,163.0,11100.0
421,188821,S. Camille,32,France,68,68,CD Tenerife,500.0,4,Left,1.0,3.0,LB,2016,01/01/2019,5.75,152.0,800.0
422,188831,J. Martin,29,England,59,59,Bristol Rovers,120.0,2,Left,1.0,2.0,LB,2016,01/01/2019,6.0,183.0,4585.060806
423,188836,J. Steele,27,England,67,70,Brighton & Hove Albion,650.0,11,Right,1.0,1.0,GK,2018,01/01/2021,6.166666667,174.0,1300.0
426,189043,D. Brosinski,29,Germany,76,76,1. FSV Mainz 05,6000.0,25,Right,1.0,3.0,RB,2014,01/01/2020,5.833333333,154.0,10800.0
427,189060,A. Dragović,27,Austria,77,77,Bayer 04 Leverkusen,7500.0,50,Right,2.0,2.0,CB,2016,01/01/2021,6.083333333,194.0,12800.0
428,189099,J. Kodjia,28,Ivory Coast,74,74,Aston Villa,6000.0,21,Right,1.0,3.0,ST,2016,01/01/2020,6.166666667,170.0,11400.0
431,189156,Daniel Carriço,29,Portugal,78,78,Sevilla FC,8000.0,18,Right,2.0,2.0,CB,2014,01/01/2020,5.916666667,176.0,16800.0
432,189157,Y. Bolasie,29,DR Congo,75,75,Aston Villa,6500.0,76,Right,2.0,5.0,LM,2016,30/06/2019,6.166666667,185.0,4585.060806
433,189167,A. Gunnarsson,29,Iceland,73,73,Cardiff City,3100.0,34,Right,1.0,3.0,RCM,2011,01/01/2019,5.833333333,190.0,6200.0
434,189234,M. Risse,28,Germany,75,75,1. FC Köln,6500.0,21,Right,2.0,3.0,RWB,2013,01/01/2022,6.0,165.0,9800.0
435,189235,J. Hegeler,30,Germany,69,69,Bristol City,775.0,18,Right,1.0,2.0,CB,2017,01/01/2019,6.333333333,190.0,1500.0
436,189242,Coutinho,26,Brazil,88,89,FC Barcelona,69500.0,340,Right,3.0,5.0,LW,2018,01/01/2023,5.666666667,150.0,147700.0
437,189263,T. Torun,28,Turkey,72,72,Bursaspor,3100.0,18,Right,1.0,3.0,CAM,2016,31/05/2019,5.75,159.0,4585.060806
438,189280,A. Westwood,28,England,75,75,Burnley,6500.0,48,Right,1.0,3.0,CM,2017,01/01/2020,5.75,161.0,12400.0
439,189331,G. Taylor,28,England,60,60,Cambridge United,170.0,2,Left,1.0,2.0,RCB,2013,01/01/2020,5.833333333,161.0,298.0
440,189332,Jordi Alba,29,Spain,87,87,FC Barcelona,38000.0,250,Left,3.0,3.0,LB,2012,01/01/2020,5.583333333,150.0,77900.0
441,189342,C. Pinsoglio,28,Italy,72,72,Juventus,2200.0,44,Left,1.0,1.0,GK,2014,01/01/2020,6.333333333,187.0,3600.0
442,189357,C. Toselli,30,Chile,75,75,CD Everton de Viña del Mar,4300.0,4,Right,1.0,1.0,GK,2018,01/01/2019,6.0,165.0,5800.0
